ano,idade,sexo,total
2019,1 ano,Mulher,
2019,2 anos,Mulher,
2019,3 anos,Mulher,
2019,4 anos,Mulher,
2019,5 a 9 anos,Mulher,
2019,5 anos,Mulher,
2019,6 anos,Mulher,
2019,7 anos,Mulher,
2019,8 anos,Mulher,
2019,9 anos,Mulher,
2019,10 a 14 anos,Mulher,1
2019,10 anos,Mulher,
2019,11 anos,Mulher,1
2019,12 anos,Mulher,
2019,13 anos,Mulher,
2019,14 anos,Mulher,
2019,15 a 84 anos,Mulher,66
2019,15 a 19 anos,Mulher,
2019,20 a 24 anos,Mulher,1
2019,25 a 29 anos,Mulher,5
2019,30 a 34 anos,Mulher,
2019,35 a 39 anos,Mulher,2
2019,40 a 44 anos,Mulher,2
2019,45 a 49 anos,Mulher,3
2019,50 a 54 anos,Mulher,5
2019,55 a 59 anos,Mulher,3
2019,60 a 64 anos,Mulher,4
2019,65 a 69 anos,Mulher,10
2019,70 a 74 anos,Mulher,9
2019,75 a 79 anos,Mulher,8
2019,80 a 84 anos,Mulher,14
2019,85 anos ou mais,Mulher,24
2019,85 a 89 anos,Mulher,12
2019,85 anos,Mulher,
2019,86 anos,Mulher,7
2019,87 anos,Mulher,1
2019,88 anos,Mulher,1
2019,89 anos,Mulher,3
2019,90 a 94 anos,Mulher,5
2019,90 anos,Mulher,1
2019,91 anos,Mulher,
2019,92 anos,Mulher,2
2019,93 anos,Mulher,
2019,94 anos,Mulher,2
2019,95 a 99 anos,Mulher,2
2019,95 anos,Mulher,1
2019,96 anos,Mulher,
2019,97 anos,Mulher,
2019,98 anos,Mulher,1
2019,99 anos,Mulher,
2019,100 anos ou mais,Mulher,5
2019,Idade ignorada,Mulher,
